tmID_raw  tmID  franchID  confID  year  arena  name  o_fgm  o_fga  o_ftm  o_fta  o_3pm  o_oreb  o_dreb  o_reb  o_asts  o_pf  o_stl  o_to  o_blk  o_pts  prev_d_fga  prev_d_ftm  prev_d_3pm  prev_d_3pa  prev_d_oreb  prev_d_dreb  prev_d_asts  prev_d_pf  prev_d_stl  prev_d_to  prev_d_blk  prev_d_pts  roll3_d_fga  roll3_d_ftm  roll3_d_3pm  roll3_d_3pa  roll3_d_oreb  roll3_d_dreb  roll3_d_asts  roll3_d_pf  roll3_d_stl  roll3_d_to  roll3_d_blk  roll3_d_pts
     MIA     6         7       0     1      1     6    647   1774    452    664     85     365     595    960     415   707    272   524     88   1831         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     MIA     6         7       0     2      1     6    754   1826    356    469     93     292     651    943     467   602    300   448    153   1957      1676.0       454.0       117.0       315.0        275.0        648.0        416.0      661.0       247.0      528.0       118.0      2001.0       1676.0        454.0        117.0        315.0         275.0         648.0         416.0       661.0        247.0       528.0        118.0       2001.0
     MIN     7         8       1     1     12     7    770   1831    449    592    204     258     612    870     495   690    237   497     63   2193         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     MIN     7         8       1     2     12     7    671   1810    559    727    176     308     693   1001     437   695    210   507    127   2077      1758.0       514.0       164.0       481.0        300.0        677.0        472.0      707.0       275.0      547.0       130.0      2188.0       1758.0        514.0        164.0        481.0         300.0         677.0         472.0       707.0        275.0       547.0        130.0       2188.0
     NYL     8         9       0     1      8     8    792   1815    429    567    135     288     652    940     477   617    246   474    102   2148         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     NYL     8         9       0     2      8     8    833   1828    336    500    160     255     660    915     553   616    265   437     82   2162      1822.0       437.0       116.0       420.0        320.0        647.0        462.0      645.0       223.0      479.0        94.0      2035.0       1822.0        437.0        116.0        420.0         320.0         647.0         462.0       645.0        223.0       479.0         94.0       2035.0
     ORL     9         2       0     1      2     9    833   1911    397    546    145     319     606    925     473   583    255   486    130   2208         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     ORL     9         2       0     2      2     9    768   1914    430    587    174     356     614    970     452   643    320   532    125   2140      1964.0       378.0       153.0       450.0        348.0        669.0        536.0      637.0       264.0      500.0       108.0      2233.0       1964.0        378.0        153.0        450.0         348.0         669.0         536.0       637.0        264.0       500.0        108.0       2233.0
     PHO    10        10       1     1     14    10    803   1800    513    661    124     275     619    894     465   630    285   429     91   2243         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     PHO    10        10       1     2     14    10    767   1894    429    587    101     300     642    942     514   625    292   519    138   2064      1828.0       421.0       135.0       416.0        334.0        635.0        486.0      699.0       224.0      531.0        91.0      2102.0       1828.0        421.0        135.0        416.0         334.0         635.0         486.0       699.0        224.0       531.0         91.0       2102.0
     POR    11        11       1     1     10    11    761   1828    488    697    145     309     627    936     480   761    265   593     93   2155         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     POR    11        11       1     2     10    11    733   1891    450    612    172     300     696    996     451   633    244   500    106   2088      1847.0       577.0       150.0       447.0        307.0        646.0        487.0      729.0       277.0      531.0       130.0      2303.0       1847.0        577.0        150.0        447.0         307.0         646.0         487.0       729.0        277.0       531.0        130.0       2303.0
     SAC    12        12       1     1      0    12    876   1993    449    650    142     388     650   1038     567   571    332   458    157   2343         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     SAC    12        12       1     2      0    12    837   1974    457    618    163     374     723   1097     558   588    276   494    158   2294      1918.0       410.0       144.0       418.0        320.0        631.0        503.0      600.0       226.0      524.0       116.0      2176.0       1918.0        410.0        144.0        418.0         320.0         631.0         503.0       600.0        226.0       524.0        116.0       2176.0
     SEA    13        14       1     1      7    13    667   1740    379    561    109     256     537    793     390   648    255   525     93   1822         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     SEA    13        14       1     2      7    13    689   1821    415    606    128     306     585    891     412   605    273   431    127   1921      1721.0       498.0       117.0       334.0        288.0        721.0        506.0      618.0       284.0      529.0       123.0      2171.0       1721.0        498.0        117.0        334.0         288.0         721.0         506.0       618.0        284.0       529.0        123.0       2171.0
     UTA    14        13       1     1      6    14    858   1896    609    790     88     348     732   1080     522   698    214   544    157   2413         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     UTA    14        13       1     2      6    14    811   1849    507    675     78     295     775   1070     524   622    202   493    156   2207      1964.0       531.0       156.0       448.0        313.0        598.0        503.0      702.0       301.0      437.0       112.0      2407.0       1964.0        531.0        156.0        448.0         313.0         598.0         503.0       702.0        301.0       437.0        112.0       2407.0
     WAS    15        15       0     1     15    15    832   1813    403    578    109     300     646    946     521   597    245   506    126   2176         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     WAS    15        15       0     2     15    15    739   1915    333    504    117     356     699   1055     424   537    257   495    127   1928      1875.0       382.0       149.0       397.0        299.0        612.0        513.0      595.0       261.0      456.0       102.0      2221.0       1875.0        382.0        149.0        397.0         299.0         612.0         513.0       595.0        261.0       456.0        102.0       2221.0
