tmID_raw  tmID  franchID  confID  year  arena  name  o_fgm  o_fga  o_ftm  o_fta  o_3pm  o_oreb  o_dreb  o_reb  o_asts  o_pf  o_stl  o_to  o_blk  o_pts  prev_d_fga  prev_d_ftm  prev_d_3pm  prev_d_3pa  prev_d_oreb  prev_d_dreb  prev_d_asts  prev_d_pf  prev_d_stl  prev_d_to  prev_d_blk  prev_d_pts  roll3_d_fga  roll3_d_ftm  roll3_d_3pm  roll3_d_3pa  roll3_d_oreb  roll3_d_dreb  roll3_d_asts  roll3_d_pf  roll3_d_stl  roll3_d_to  roll3_d_blk  roll3_d_pts
     CON     2         2       0     4     10     2    864   2102    479    646    177     333     762   1095     520   663    270   434    111   2384         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     CON     2         2       0     5     10     2    876   2051    434    590    149     321     724   1045     572   610    299   462     96   2335      2104.0       509.0       172.0       536.0        366.0        812.0        553.0      669.0       252.0      476.0        88.0      2409.0  2104.000000   509.000000   172.000000   536.000000    366.000000    812.000000    553.000000  669.000000   252.000000  476.000000    88.000000  2409.000000
     CON     2         2       0     6     10     2    916   2025    512    688    130     322     788   1110     573   624    236   452    130   2474      1996.0       443.0       145.0       384.0        306.0        757.0        565.0      627.0       239.0      492.0       113.0      2304.0  2050.000000   476.000000   158.500000   460.000000    336.000000    784.500000    559.000000  648.000000   245.500000  484.000000   100.500000  2356.500000
     DET     3         3       0     1     15     3    868   1980    519    699     76     341     644    985     503   701    260   530     88   2331         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     DET     3         3       0     2     15     3    774   1914    412    542    143     324     621    945     469   602    225   498     82   2103      1967.0       480.0       136.0       372.0        331.0        640.0        513.0      672.0       284.0      543.0       148.0      2426.0  1967.000000   480.000000   136.000000   372.000000    331.000000    640.000000    513.000000  672.000000   284.000000  543.000000   148.000000  2426.000000
     DET     3         3       0     3     15     3    766   1919    472    651    110     360     719   1079     478   609    201   541    132   2114      1837.0       446.0       127.0       340.0        279.0        702.0        438.0      591.0       262.0      483.0       109.0      2269.0  1902.000000   463.000000   131.500000   356.000000    305.000000    671.000000    475.500000  631.500000   273.000000  513.000000   128.500000  2347.500000
     DET     3         3       0     4     15     3    902   2004    624    882    125     379     851   1230     545   605    263   608    158   2553      1984.0       464.0       146.0       447.0        314.0        669.0        465.0      637.0       277.0      443.0       139.0      2266.0  1929.333333   463.333333   136.333333   386.333333    308.000000    670.333333    472.000000  633.333333   274.333333  489.666667   132.000000  2320.333333
     DET     3         3       0     5     15     3    874   2097    556    792     62     397     773   1170     564   648    277   513    148   2366      2286.0       412.0       161.0       541.0        390.0        674.0        504.0      774.0       309.0      497.0       129.0      2395.0  2035.666667   440.666667   144.666667   442.666667    327.666667    681.666667    469.000000  667.333333   282.666667  474.333333   125.666667  2310.000000
     DET     3         3       0     6     15     3    831   2060    509    774     76     412     803   1215     474   761    241   571    155   2247      2098.0       470.0       191.0       533.0        325.0        730.0        515.0      728.0       289.0      496.0       131.0      2381.0  2122.666667   448.666667   166.000000   507.000000    343.000000    691.000000    494.666667  713.000000   291.666667  478.666667   133.000000  2347.333333
     HOU     4         4       1     1      5     4    891   1894    521    634    172     273     724    997     494   554    284   440    104   2475         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     HOU     4         4       1     2      5     4    747   1908    415    539    138     348     710   1058     426   509    251   436     95   2047      1938.0       370.0       124.0       418.0        290.0        612.0        473.0      648.0       233.0      480.0        85.0      2066.0  1938.000000   370.000000   124.000000   418.000000    290.000000    612.000000    473.000000  648.000000   233.000000  480.000000    85.000000  2066.000000
     HOU     4         4       1     3      5     4    755   1778    453    585    109     299     702   1001     450   467    260   455    126   2072      1883.0       362.0       152.0       456.0        297.0        685.0        452.0      561.0       248.0      433.0       120.0      1994.0  1910.500000   366.000000   138.000000   437.000000    293.500000    648.500000    462.500000  604.500000   240.500000  456.500000   102.500000  2030.000000
     HOU     4         4       1     4      5     4    828   1916    473    600    115     266     764   1030     465   490    231   450    129   2244      1880.0       331.0       151.0       489.0        309.0        664.0        446.0      606.0       262.0      464.0        71.0      1892.0  1900.333333   354.333333   142.333333   454.333333    298.666667    653.666667    457.000000  605.000000   247.666667  459.000000    92.000000  1984.000000
     HOU     4         4       1     5     16     4    798   1933    458    615    123     311     724   1035     451   555    242   484    107   2177      2030.0       325.0       169.0       500.0        298.0        708.0        516.0      634.0       227.0      430.0       122.0      2142.0  1931.000000   339.333333   157.333333   481.666667    301.333333    685.666667    471.333333  600.333333   245.666667  442.333333   104.333333  2009.333333
     HOU     4         4       1     6     16     4    860   1920    527    690     62     276     684    960     467   581    246   425    105   2309      2008.0       391.0       152.0       434.0        335.0        720.0        539.0      655.0       258.0      471.0       129.0      2211.0  1972.666667   349.000000   157.333333   474.333333    314.000000    697.333333    500.333333  631.666667   249.000000  455.000000   107.333333  2081.666667
     IND     5         5       0     1      6     5    796   1838    428    569    193     285     647    932     501   642    271   518    126   2213         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     IND     5         5       0     2      6     5    762   1822    472    591    157     286     649    935     458   600    242   491    118   2153      1868.0       503.0       109.0       358.0        321.0        633.0        528.0      612.0       267.0      476.0        75.0      2290.0  1868.000000   503.000000   109.000000   358.000000    321.000000    633.000000    528.000000  612.000000   267.000000  476.000000    75.000000  2290.000000
     IND     5         5       0     3      6     5    731   1825    455    580    180     315     633    948     447   559    268   438    100   2097      1899.0       412.0       131.0       367.0        306.0        660.0        565.0      616.0       256.0      466.0       140.0      2249.0  1883.500000   457.500000   120.000000   362.500000    313.500000    646.500000    546.500000  614.000000   261.500000  471.000000   107.500000  2269.500000
     IND     5         5       0     4      6     5    839   2011    449    563    210     334     654    988     539   668    299   474    121   2337      1817.0       359.0       162.0       464.0        288.0        644.0        507.0      647.0       226.0      470.0       145.0      2129.0  1861.333333   424.666667   134.000000   396.333333    305.000000    645.666667    533.333333  625.000000   249.666667  470.666667   120.000000  2222.666667
     IND     5         5       0     5      6     5    791   2011    450    580    166     396     705   1101     555   639    261   486    134   2198      1908.0       490.0       157.0       421.0        309.0        677.0        570.0      631.0       227.0      512.0       170.0      2321.0  1874.666667   420.333333   150.000000   417.333333    301.000000    660.333333    547.333333  631.333333   236.333333  482.666667   151.666667  2233.000000
     IND     5         5       0     6      6     5    784   1958    452    595    150     341     671   1012     493   668    336   477     95   2170      1865.0       516.0       121.0       352.0        281.0        688.0        514.0      603.0       268.0      466.0       162.0      2245.0  1863.333333   455.000000   146.666667   412.333333    292.666667    669.666667    530.333333  627.000000   240.333333  482.666667   159.000000  2231.666667
     LAS     6         6       1     1     13     6    861   1956    545    693    150     308     783   1091     586   705    271   466    156   2417         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     LAS     6         6       1     2     13     6    916   2031    449    594    160     350     755   1105     596   616    281   438    138   2441      1963.0       495.0       122.0       413.0        300.0        678.0        445.0      650.0       243.0      485.0       105.0      2169.0  1963.000000   495.000000   122.000000   413.000000    300.000000    678.000000    445.000000  650.000000   243.000000  485.000000   105.000000  2169.000000
     LAS     6         6       1     3     13     6    891   2002    476    645    194     329     814   1143     583   664    257   517    161   2452      1985.0       416.0       192.0       603.0        294.0        627.0        538.0      591.0       234.0      453.0       114.0      2166.0  1974.000000   455.500000   157.000000   508.000000    297.000000    652.500000    491.500000  620.500000   238.500000  469.000000   109.500000  2167.500000
     LAS     6         6       1     4     13     6    894   2140    537    678    174     336     813   1149     587   682    242   470    161   2499      2040.0       480.0       163.0       521.0        314.0        645.0        508.0      623.0       275.0      453.0       111.0      2235.0  1996.000000   463.666667   159.000000   512.333333    302.666667    650.000000    497.000000  621.333333   250.666667  463.666667   110.000000  2190.000000
     LAS     6         6       1     5     13     6    904   2069    530    722    157     312     809   1121     626   731    262   529    148   2495      2147.0       504.0       196.0       540.0        316.0        789.0        572.0      654.0       241.0      468.0       127.0      2432.0  2057.333333   466.666667   183.666667   554.666667    308.000000    687.000000    539.333333  622.666667   250.000000  458.000000   117.333333  2277.666667
     LAS     6         6       1     6     13     6    873   2042    456    630    124     321     683   1004     551   737    264   492    136   2326      2095.0       557.0       174.0       511.0        339.0        727.0        532.0      704.0       288.0      523.0       114.0      2361.0  2094.000000   513.666667   177.666667   524.000000    323.000000    720.333333    537.333333  660.333333   268.000000  481.333333   117.333333  2342.666667
     MIA     7         7       0     1      2     7    647   1774    452    664     85     365     595    960     415   707    272   524     88   1831         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     MIA     7         7       0     2      2     7    754   1826    356    469     93     292     651    943     467   602    300   448    153   1957      1676.0       454.0       117.0       315.0        275.0        648.0        416.0      661.0       247.0      528.0       118.0      2001.0  1676.000000   454.000000   117.000000   315.000000    275.000000    648.000000    416.000000  661.000000   247.000000  528.000000   118.000000  2001.000000
     MIA     7         7       0     3      2     7    774   1856    369    529    129     296     573    869     476   643    274   435     96   2046      1725.0       420.0       120.0       395.0        301.0        667.0        388.0      538.0       259.0      512.0        87.0      1898.0  1700.500000   437.000000   118.500000   355.000000    288.000000    657.500000    402.000000  599.500000   253.000000  520.000000   102.500000  1949.500000
     MIN     8         8       1     1     14     8    770   1831    449    592    204     258     612    870     495   690    237   497     63   2193         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     MIN     8         8       1     2     14     8    671   1810    559    727    176     308     693   1001     437   695    210   507    127   2077      1758.0       514.0       164.0       481.0        300.0        677.0        472.0      707.0       275.0      547.0       130.0      2188.0  1758.000000   514.000000   164.000000   481.000000    300.000000    677.000000    472.000000  707.000000   275.000000  547.000000   130.000000  2188.000000
     MIN     8         8       1     3     14     8    727   1775    383    578    166     309     650    959     466   617    226   529    102   2003      1927.0       499.0       153.0       472.0        328.0        688.0        511.0      719.0       259.0      470.0       126.0      2156.0  1842.500000   506.500000   158.500000   476.500000    314.000000    682.500000    491.500000  713.000000   267.000000  508.500000   128.000000  2172.000000
     MIN     8         8       1     4     14     8    875   1978    450    624    180     361     718   1079     580   634    242   558    101   2380      1807.0       469.0       141.0       389.0        302.0        612.0        495.0      618.0       273.0      465.0       117.0      2104.0  1830.666667   494.000000   152.666667   447.333333    310.000000    659.000000    492.666667  681.333333   269.000000  494.000000   124.333333  2149.333333
     MIN     8         8       1     5     14     8    767   1900    454    640    177     332     724   1056     526   660    257   613    139   2165      2067.0       473.0       141.0       446.0        337.0        652.0        528.0      666.0       271.0      471.0       126.0      2370.0  1933.666667   480.333333   145.000000   435.666667    322.333333    650.666667    511.333333  667.666667   267.666667  468.666667   123.000000  2210.000000
     MIN     8         8       1     6     14     8    801   1946    437    601    172     310     715   1025     531   624    258   536    127   2211      1972.0       490.0        92.0       330.0        323.0        713.0        508.0      676.0       333.0      502.0       133.0      2190.0  1948.666667   477.333333   124.666667   388.333333    320.666667    659.000000    510.333333  653.333333   292.333333  479.333333   125.333333  2221.333333
     NYL     9         9       0     1      9     9    792   1815    429    567    135     288     652    940     477   617    246   474    102   2148         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     NYL     9         9       0     2      9     9    833   1828    336    500    160     255     660    915     553   616    265   437     82   2162      1822.0       437.0       116.0       420.0        320.0        647.0        462.0      645.0       223.0      479.0        94.0      2035.0  1822.000000   437.000000   116.000000   420.000000    320.000000    647.000000    462.000000  645.000000   223.000000  479.000000    94.000000  2035.000000
     NYL     9         9       0     3      9     9    772   1740    400    567    145     260     610    870     496   638    261   458    100   2089      1759.0       461.0       133.0       394.0        304.0        679.0        430.0      600.0       223.0      496.0        76.0      2082.0  1790.500000   449.000000   124.500000   407.000000    312.000000    663.000000    446.000000  622.500000   223.000000  487.500000    85.000000  2058.500000
     NYL     9         9       0     4      9     9    825   1923    412    537    181     271     686    957     527   587    262   470    128   2243      1733.0       484.0       149.0       434.0        312.0        649.0        410.0      597.0       228.0      478.0        88.0      2015.0  1771.333333   460.666667   132.666667   416.000000    312.000000    658.333333    434.000000  614.000000   224.666667  484.333333    86.000000  2044.000000
     NYL     9         9       0     5      9     9    819   1932    398    531    216     263     741   1004     539   587    209   506    124   2252      1959.0       459.0       155.0       467.0        326.0        736.0        506.0      614.0       269.0      480.0        96.0      2256.0  1817.000000   468.000000   145.666667   431.666667    314.000000    688.000000    448.666667  603.666667   240.000000  484.666667    86.666667  2117.666667
     NYL     9         9       0     6      9     9    828   1860    452    552    208     242     732    974     498   613    214   462    112   2316      2096.0       431.0       132.0       416.0        371.0        730.0        517.0      589.0       288.0      430.0       123.0      2297.0  1929.333333   458.000000   145.333333   439.000000    336.333333    705.000000    477.666667  600.000000   261.666667  462.666667   102.333333  2189.333333
     ORL    10         2       0     1      3    10    833   1911    397    546    145     319     606    925     473   583    255   486    130   2208         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     ORL    10         2       0     2      3    10    768   1914    430    587    174     356     614    970     452   643    320   532    125   2140      1964.0       378.0       153.0       450.0        348.0        669.0        536.0      637.0       264.0      500.0       108.0      2233.0  1964.000000   378.000000   153.000000   450.000000    348.000000    669.000000    536.000000  637.000000   264.000000  500.000000   108.000000  2233.000000
     ORL    10         2       0     3      3    10    808   1914    493    646    145     320     595    915     446   669    295   456    113   2254      1831.0       436.0       157.0       438.0        316.0        659.0        534.0      600.0       298.0      546.0       114.0      2205.0  1897.500000   407.000000   155.000000   444.000000    332.000000    664.000000    535.000000  618.500000   281.000000  523.000000   111.000000  2219.000000
     PHO    11        10       1     1     17    11    803   1800    513    661    124     275     619    894     465   630    285   429     91   2243         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     PHO    11        10       1     2     17    11    767   1894    429    587    101     300     642    942     514   625    292   519    138   2064      1828.0       421.0       135.0       416.0        334.0        635.0        486.0      699.0       224.0      531.0        91.0      2102.0  1828.000000   421.000000   135.000000   416.000000    334.000000    635.000000    486.000000  699.000000   224.000000  531.000000    91.000000  2102.000000
     PHO    11        10       1     3     17    11    793   1889    405    538    100     292     626    918     427   623    267   501     94   2091      1892.0       462.0       137.0       391.0        333.0        698.0        524.0      603.0       283.0      517.0       127.0      2169.0  1860.000000   441.500000   136.000000   403.500000    333.500000    666.500000    505.000000  651.000000   253.500000  524.000000   109.000000  2135.500000
     PHO    11        10       1     4     17    11    801   2095    379    556    116     357     643   1000     461   664    310   479    111   2097      1870.0       436.0       155.0       388.0        309.0        692.0        532.0      600.0       268.0      491.0       127.0      2291.0  1863.333333   439.666667   142.333333   398.333333    325.333333    675.000000    514.000000  634.000000   258.333333  513.000000   115.000000  2187.333333
     PHO    11        10       1     5     17    11    826   1922    456    598    192     264     652    916     501   748    282   464    137   2300      1867.0       466.0       136.0       371.0        303.0        811.0        509.0      667.0       275.0      610.0       146.0      2270.0  1876.333333   454.666667   142.666667   383.333333    315.000000    733.666667    521.666667  623.333333   275.333333  539.333333   133.333333  2243.333333
     PHO    11        10       1     6     17    11    826   1994    531    693    178     342     720   1062     549   697    243   517    179   2361      1845.0       534.0       133.0       348.0        309.0        711.0        456.0      660.0       226.0      536.0       137.0      2235.0  1860.666667   478.666667   141.333333   369.000000    307.000000    738.000000    499.000000  642.333333   256.333333  545.666667   136.666667  2265.333333
     POR    12        11       1     1     12    12    761   1828    488    697    145     309     627    936     480   761    265   593     93   2155         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     POR    12        11       1     2     12    12    733   1891    450    612    172     300     696    996     451   633    244   500    106   2088      1847.0       577.0       150.0       447.0        307.0        646.0        487.0      729.0       277.0      531.0       130.0      2303.0  1847.000000   577.000000   150.000000   447.000000    307.000000    646.000000    487.000000  729.000000   277.000000  531.000000   130.000000  2303.000000
     POR    12        11       1     3     12    12    829   1951    410    564    127     307     641    948     492   623    239   493    120   2195      1944.0       461.0       159.0       410.0        343.0        763.0        501.0      643.0       293.0      474.0       144.0      2202.0  1895.500000   519.000000   154.500000   428.500000    325.000000    704.500000    494.000000  686.000000   285.000000  502.500000   137.000000  2252.500000
     SAC    13        12       1     1      0    13    876   1993    449    650    142     388     650   1038     567   571    332   458    157   2343         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     SAC    13        12       1     2      0    13    837   1974    457    618    163     374     723   1097     558   588    276   494    158   2294      1918.0       410.0       144.0       418.0        320.0        631.0        503.0      600.0       226.0      524.0       116.0      2176.0  1918.000000   410.000000   144.000000   418.000000    320.000000    631.000000    503.000000  600.000000   226.000000  524.000000   116.000000  2176.000000
     SAC    13        12       1     3      0    13    780   1945    494    653    112     301     648    949     500   675    247   456    109   2166      2003.0       415.0       116.0       400.0        343.0        662.0        496.0      616.0       261.0      481.0       143.0      2139.0  1960.500000   412.500000   130.000000   409.000000    331.500000    646.500000    499.500000  608.000000   243.500000  502.500000   129.500000  2157.500000
     SAC    13        12       1     4      0    13    862   2107    425    626    150     349     718   1067     568   641    297   461    122   2299      1944.0       515.0       149.0       453.0        352.0        723.0        493.0      633.0       233.0      496.0       128.0      2294.0  1955.000000   446.666667   136.333333   423.666667    338.333333    672.000000    497.333333  616.333333   240.000000  500.333333   129.000000  2203.000000
     SAC    13        12       1     5      0    13    874   2072    435    604    129     389     635   1024     519   641    314   485    118   2312      1991.0       435.0       149.0       467.0        345.0        751.0        516.0      640.0       224.0      576.0       141.0      2216.0  1979.333333   455.000000   138.000000   440.000000    346.666667    712.000000    501.666667  629.666667   239.333333  517.666667   137.333333  2216.333333
     SAC    13        12       1     6      0    13    853   1986    494    721    129     369     674   1043     527   684    304   500    108   2329      1872.0       474.0       161.0       458.0        310.0        676.0        513.0      646.0       241.0      593.0       117.0      2241.0  1935.666667   474.666667   153.000000   459.333333    335.666667    716.666667    507.333333  639.666667   232.666667  555.000000   128.666667  2250.333333
     SAS    14        13       1     4      1    14    792   2068    538    736     93     350     795   1145     428   728    187   513    167   2215         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     SAS    14        13       1     5      1    14    812   1940    488    628     79     302     701   1003     493   628    272   513    106   2191      2176.0       544.0       149.0       482.0        389.0        783.0        530.0      669.0       275.0      424.0       140.0      2427.0  2176.000000   544.000000   149.000000   482.000000    389.000000    783.000000    530.000000  669.000000   275.000000  424.000000   140.000000  2427.000000
     SAS    14        13       1     6      1    14    764   1833    503    652    110     256     690    946     433   650    195   535     90   2141      2003.0       416.0       172.0       469.0        324.0        710.0        575.0      624.0       280.0      492.0       129.0      2364.0  2089.500000   480.000000   160.500000   475.500000    356.500000    746.500000    552.500000  646.500000   277.500000  458.000000   134.500000  2395.500000
     SEA    15        14       1     1      8    15    667   1740    379    561    109     256     537    793     390   648    255   525     93   1822         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     SEA    15        14       1     2      8    15    689   1821    415    606    128     306     585    891     412   605    273   431    127   1921      1721.0       498.0       117.0       334.0        288.0        721.0        506.0      618.0       284.0      529.0       123.0      2171.0  1721.000000   498.000000   117.000000   334.000000    288.000000    721.000000    506.000000  618.000000   284.000000  529.000000   123.000000  2171.000000
     SEA    15        14       1     3      8    15    794   1948    418    543    182     362     633    995     514   623    282   477    151   2188      1750.0       417.0       125.0       325.0        296.0        756.0        492.0      588.0       228.0      519.0       127.0      2048.0  1735.500000   457.500000   121.000000   329.500000    292.000000    738.500000    499.000000  603.000000   256.000000  524.000000   125.000000  2109.500000
     SEA    15        14       1     4      8    15    890   2045    442    567    166     342     732   1074     548   644    232   465    138   2388      1818.0       435.0       102.0       342.0        307.0        662.0        488.0      563.0       254.0      531.0       125.0      2103.0  1763.000000   450.000000   114.666667   333.666667    297.000000    713.000000    495.333333  589.666667   255.333333  526.333333   125.000000  2107.333333
     SEA    15        14       1     5      8    15    873   2025    524    676    167     350     709   1059     552   665    302   499    131   2437      2039.0       441.0       145.0       437.0        352.0        689.0        456.0      570.0       245.0      459.0       104.0      2274.0  1869.000000   431.000000   124.000000   368.000000    318.333333    702.333333    478.666667  573.666667   242.333333  503.000000   118.666667  2141.666667
     SEA    15        14       1     6      8    15    906   2066    544    688    142     323     776   1099     520   657    201   516    158   2498      1989.0       423.0       139.0       391.0        303.0        679.0        507.0      678.0       252.0      527.0       137.0      2264.0  1948.666667   433.000000   128.666667   390.000000    320.666667    676.666667    483.666667  603.666667   250.333333  505.666667   122.000000  2213.666667
     UTA    16        13       1     1      7    16    858   1896    609    790     88     348     732   1080     522   698    214   544    157   2413         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     UTA    16        13       1     2      7    16    811   1849    507    675     78     295     775   1070     524   622    202   493    156   2207      1964.0       531.0       156.0       448.0        313.0        598.0        503.0      702.0       301.0      437.0       112.0      2407.0  1964.000000   531.000000   156.000000   448.000000    313.000000    598.000000    503.000000  702.000000   301.000000  437.000000   112.000000  2407.000000
     UTA    16        13       1     3      7    16    843   1911    643    844     89     347     721   1068     478   665    228   522    178   2418      1976.0       489.0       125.0       429.0        344.0        630.0        478.0      645.0       275.0      390.0       148.0      2192.0  1970.000000   510.000000   140.500000   438.500000    328.500000    614.000000    490.500000  673.500000   288.000000  413.500000   130.000000  2299.500000
     WAS    17        15       0     1     18    17    832   1813    403    578    109     300     646    946     521   597    245   506    126   2176         NaN         NaN         NaN         NaN          NaN          NaN          NaN        NaN         NaN        NaN         NaN         NaN          NaN          NaN          NaN          NaN           NaN           NaN           NaN         NaN          NaN         NaN          NaN          NaN
     WAS    17        15       0     2     18    17    739   1915    333    504    117     356     699   1055     424   537    257   495    127   1928      1875.0       382.0       149.0       397.0        299.0        612.0        513.0      595.0       261.0      456.0       102.0      2221.0  1875.000000   382.000000   149.000000   397.000000    299.000000    612.000000    513.000000  595.000000   261.000000  456.000000   102.000000  2221.000000
     WAS    17        15       0     3     18    17    806   1910    359    478    164     330     708   1038     516   583    221   455     94   2135      1945.0       347.0       146.0       408.0        331.0        737.0        487.0      543.0       261.0      454.0       103.0      2075.0  1910.000000   364.500000   147.500000   402.500000    315.000000    674.500000    500.000000  569.000000   261.000000  455.000000   102.500000  2148.000000
