playerID_raw  career_year  playerID  tmID  age  age_sq  pos  college  height  weight  prev_minutes  prev_points  prev_oRebounds  prev_dRebounds  prev_assists  prev_steals  prev_blocks  prev_turnovers  prev_PF  prev_fgAttempted  prev_fgMade  prev_ftAttempted  prev_ftMade  prev_threeMade  roll3_minutes  roll3_points  roll3_oRebounds  roll3_dRebounds  roll3_assists  roll3_steals  roll3_blocks  roll3_turnovers  roll3_PF  roll3_fgAttempted  roll3_fgMade  roll3_ftAttempted  roll3_ftMade  roll3_threeMade
  colleka01w            1        42     6 54.0  2916.0    7       37    70.0   145.0         873.0        264.0            15.0            48.0          50.0         27.0          7.0            65.0     65.0             293.0        103.0              70.0         53.0             5.0          873.0         264.0             15.0             48.0           50.0          27.0           7.0             65.0      65.0              293.0         103.0               70.0          53.0              5.0
  consuca01w            0        43    14 46.0  2116.0    6       29    68.0   144.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
  coopeca01w            0        44     8 46.0  2116.0    1       58    76.0   176.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
  coopecy01w            0        45     3 61.0  3721.0    6       78    70.0   150.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
  crawlsy01w            0        46    11 52.0  2704.0    4       48    77.0   187.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
  crawlsy01w            1        46    11 53.0  2809.0    4       48    77.0   187.0         930.0        357.0            64.0           121.0          34.0         29.0         24.0            88.0     96.0             298.0        143.0             102.0         71.0             0.0          930.0         357.0             64.0            121.0           34.0          29.0          24.0             88.0      96.0              298.0         143.0              102.0          71.0              0.0
  cunnibe01w            0        47    15 49.0  2401.0    6       51    72.0   163.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
  daleygr01w            0        48     7 46.0  2116.0    6       73    66.0   147.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
  daleygr01w            1        48     8 47.0  2209.0    6       73    66.0   147.0         577.0        173.0            32.0            40.0          57.0         12.0          0.0            50.0     49.0             147.0         57.0              65.0         42.0            17.0          577.0         173.0             32.0             40.0           57.0          12.0           0.0             50.0      49.0              147.0          57.0               65.0          42.0             17.0
  darlihe01w            0        49     1 46.0  2116.0    6       56    66.0   164.0           NaN          NaN             NaN             NaN           NaN          NaN          NaN             NaN      NaN               NaN          NaN               NaN          NaN             NaN            NaN           NaN              NaN              NaN            NaN           NaN           NaN              NaN       NaN                NaN           NaN                NaN           NaN              NaN
